ticker,created_time,price,count,taker_side,trade_id,event_ticker,category,event_time,created_time_dt,event_time_dt,seconds_before_event,minutes_before_event
KXNCAAMBSPREAD-25NOV08QUCVILL-VILL27,2025-11-09T02:00:15.648691Z,0.01,200,no,bca44802-4a8c-578e-9867-ab9cc118515c,KXNCAAMBSPREAD-25NOV08QUCVILL,Sports,2025-11-09T02:24:56.163263Z,2025-11-09 02:00:15.648691+00:00,2025-11-09 02:24:56.163263+00:00,1480.514572,24.675242866666668
KXNCAAMBSPREAD-25NOV08QUCVILL-VILL27,2025-11-09T02:00:15.648691Z,0.03,50,no,0dd4918b-86ca-5f87-934f-66a54dbb1496,KXNCAAMBSPREAD-25NOV08QUCVILL,Sports,2025-11-09T02:24:56.163263Z,2025-11-09 02:00:15.648691+00:00,2025-11-09 02:24:56.163263+00:00,1480.514572,24.675242866666668
