ticker,created_time,price,count,taker_side,trade_id,event_ticker,category,event_time,created_time_dt,event_time_dt,seconds_before_event,minutes_before_event
KXNCAAMBSPREAD-25NOV05COPPLAS-LAS24,2025-11-06T01:38:47.478447Z,0.99,192,no,f646c857-5282-6740-89c6-23b1fb225646,KXNCAAMBSPREAD-25NOV05COPPLAS,Sports,2025-11-06T02:16:19.705512Z,2025-11-06 01:38:47.478447+00:00,2025-11-06 02:16:19.705512+00:00,2252.227065,37.53711775
KXNCAAMBSPREAD-25NOV05COPPLAS-LAS24,2025-11-06T01:38:47.478447Z,0.99,7,no,eff66a24-7502-6aa3-958d-b4465cb3b2ec,KXNCAAMBSPREAD-25NOV05COPPLAS,Sports,2025-11-06T02:16:19.705512Z,2025-11-06 01:38:47.478447+00:00,2025-11-06 02:16:19.705512+00:00,2252.227065,37.53711775
KXNCAAMBSPREAD-25NOV05COPPLAS-LAS24,2025-11-06T01:38:47.478447Z,0.99,10,no,cc55cd94-e999-6e23-a2cc-1d6155f848d5,KXNCAAMBSPREAD-25NOV05COPPLAS,Sports,2025-11-06T02:16:19.705512Z,2025-11-06 01:38:47.478447+00:00,2025-11-06 02:16:19.705512+00:00,2252.227065,37.53711775
KXNCAAMBSPREAD-25NOV05COPPLAS-LAS24,2025-11-06T01:38:47.478447Z,0.99,10,no,7d408585-4909-68bb-8b57-872400f52423,KXNCAAMBSPREAD-25NOV05COPPLAS,Sports,2025-11-06T02:16:19.705512Z,2025-11-06 01:38:47.478447+00:00,2025-11-06 02:16:19.705512+00:00,2252.227065,37.53711775
KXNCAAMBSPREAD-25NOV05COPPLAS-LAS24,2025-11-06T01:38:47.478447Z,0.99,10,no,468e05dd-e9cf-6662-8645-ea75638862ea,KXNCAAMBSPREAD-25NOV05COPPLAS,Sports,2025-11-06T02:16:19.705512Z,2025-11-06 01:38:47.478447+00:00,2025-11-06 02:16:19.705512+00:00,2252.227065,37.53711775
KXNCAAMBSPREAD-25NOV05COPPLAS-LAS24,2025-11-06T01:38:47.478447Z,0.99,10,no,4429093f-fb17-609f-a6a3-d5a90752ec57,KXNCAAMBSPREAD-25NOV05COPPLAS,Sports,2025-11-06T02:16:19.705512Z,2025-11-06 01:38:47.478447+00:00,2025-11-06 02:16:19.705512+00:00,2252.227065,37.53711775
KXNCAAMBSPREAD-25NOV05COPPLAS-LAS24,2025-11-06T01:38:47.478447Z,0.99,10,no,0427da07-9f09-65c0-bf19-29dd4fdc9e45,KXNCAAMBSPREAD-25NOV05COPPLAS,Sports,2025-11-06T02:16:19.705512Z,2025-11-06 01:38:47.478447+00:00,2025-11-06 02:16:19.705512+00:00,2252.227065,37.53711775
KXNCAAMBSPREAD-25NOV05COPPLAS-LAS24,2025-11-06T01:28:28.51901Z,0.99,200,yes,f258ee7b-f630-4471-8f59-3af447cbc86f,KXNCAAMBSPREAD-25NOV05COPPLAS,Sports,2025-11-06T02:16:19.705512Z,2025-11-06 01:28:28.519010+00:00,2025-11-06 02:16:19.705512+00:00,2871.186502,47.85310836666667
KXNCAAMBSPREAD-25NOV05COPPLAS-LAS24,2025-11-06T01:28:28.51901Z,0.97,49,yes,bb393813-4ba0-4c2b-9d7f-5b36503afd27,KXNCAAMBSPREAD-25NOV05COPPLAS,Sports,2025-11-06T02:16:19.705512Z,2025-11-06 01:28:28.519010+00:00,2025-11-06 02:16:19.705512+00:00,2871.186502,47.85310836666667
KXNCAAMBSPREAD-25NOV05COPPLAS-LAS24,2025-11-06T01:24:42.595387Z,0.97,1,yes,6ce2cec4-9e84-6b47-45a8-1b38a8e4c2ff,KXNCAAMBSPREAD-25NOV05COPPLAS,Sports,2025-11-06T02:16:19.705512Z,2025-11-06 01:24:42.595387+00:00,2025-11-06 02:16:19.705512+00:00,3097.110125,51.61850208333333
