ticker,created_time,price,count,taker_side,trade_id,event_ticker,category,event_time,created_time_dt,event_time_dt,seconds_before_event,minutes_before_event
KXBTC-25NOV0910-B103875,2025-11-09T14:47:05.094575Z,0.04,200,yes,6f2f6749-5723-5068-05bf-2aec77acfa4b,KXBTC-25NOV0910,Crypto,2025-11-09T15:00:00Z,2025-11-09 14:47:05.094575+00:00,2025-11-09 15:00:00+00:00,774.905425,12.915090416666667
KXBTC-25NOV0910-B103875,2025-11-09T14:44:59.216793Z,0.05,15,yes,c7553bed-7aaf-5805-5365-f2ea2e8d417c,KXBTC-25NOV0910,Crypto,2025-11-09T15:00:00Z,2025-11-09 14:44:59.216793+00:00,2025-11-09 15:00:00+00:00,900.783207,15.01305345
KXBTC-25NOV0910-B103875,2025-11-09T14:41:03.280513Z,0.08,117,yes,25cbe259-16f5-556b-53e6-fac15b774c75,KXBTC-25NOV0910,Crypto,2025-11-09T15:00:00Z,2025-11-09 14:41:03.280513+00:00,2025-11-09 15:00:00+00:00,1136.719487,18.945324783333334
KXBTC-25NOV0910-B103875,2025-11-09T14:36:46.738778Z,0.12,15,yes,e0cb7d34-9905-6466-79c0-160365bfc2fe,KXBTC-25NOV0910,Crypto,2025-11-09T15:00:00Z,2025-11-09 14:36:46.738778+00:00,2025-11-09 15:00:00+00:00,1393.261222,23.221020366666668
KXBTC-25NOV0910-B103875,2025-11-09T14:35:00.007096Z,0.15,200,no,169f6252-6628-5b26-eee8-02b73fdbe64d,KXBTC-25NOV0910,Crypto,2025-11-09T15:00:00Z,2025-11-09 14:35:00.007096+00:00,2025-11-09 15:00:00+00:00,1499.992904,24.999881733333332
KXBTC-25NOV0910-B103875,2025-11-09T14:34:55.327638Z,0.16,10,no,70875a25-97d0-64f9-7688-fc0c9211ab20,KXBTC-25NOV0910,Crypto,2025-11-09T15:00:00Z,2025-11-09 14:34:55.327638+00:00,2025-11-09 15:00:00+00:00,1504.672362,25.0778727
KXBTC-25NOV0910-B103875,2025-11-09T14:31:41.364774Z,0.2,200,no,bf44534c-fad6-5c08-6b17-5295bf079009,KXBTC-25NOV0910,Crypto,2025-11-09T15:00:00Z,2025-11-09 14:31:41.364774+00:00,2025-11-09 15:00:00+00:00,1698.635226,28.310587100000003
KXBTC-25NOV0910-B103875,2025-11-09T14:30:32.449902Z,0.2,15,no,918ae47a-26f7-521e-56f2-8aaa59d1e5f0,KXBTC-25NOV0910,Crypto,2025-11-09T15:00:00Z,2025-11-09 14:30:32.449902+00:00,2025-11-09 15:00:00+00:00,1767.550098,29.459168299999998
KXBTC-25NOV0910-B103875,2025-11-09T14:30:01.334959Z,0.22,15,yes,4c8fe67c-1027-55a7-6d63-c4e90cd61ec1,KXBTC-25NOV0910,Crypto,2025-11-09T15:00:00Z,2025-11-09 14:30:01.334959+00:00,2025-11-09 15:00:00+00:00,1798.665041,29.977750683333333
KXBTC-25NOV0910-B103875,2025-11-09T14:29:34.9628Z,0.2,200,no,d052e9de-0750-4f33-1763-75c156ec3fe1,KXBTC-25NOV0910,Crypto,2025-11-09T15:00:00Z,2025-11-09 14:29:34.962800+00:00,2025-11-09 15:00:00+00:00,1825.0372,30.417286666666666
