ticker,created_time,price,count,taker_side,trade_id,event_ticker,category,event_time,created_time_dt,event_time_dt,seconds_before_event,minutes_before_event
KXNCAAMBTOTAL-25NOV08MONTSTAN-158,2025-11-08T22:51:47.037657Z,0.99,200,yes,420137f6-5333-654d-f9bd-65f9f7271889,KXNCAAMBTOTAL-25NOV08MONTSTAN,Sports,2025-11-09T00:44:59.731167Z,2025-11-08 22:51:47.037657+00:00,2025-11-09 00:44:59.731167+00:00,6792.69351,113.2115585
