unix,iso_utc,price
1760074815,2025-10-10T05:40:15+00:00,0.9965
1760074863,2025-10-10T05:41:03+00:00,0.9965
1760074924,2025-10-10T05:42:04+00:00,0.9965
1760074985,2025-10-10T05:43:05+00:00,0.9965
1760075044,2025-10-10T05:44:04+00:00,0.9965
1760075103,2025-10-10T05:45:03+00:00,0.9965
1760075165,2025-10-10T05:46:05+00:00,0.9965
1760075223,2025-10-10T05:47:03+00:00,0.9965
1760075283,2025-10-10T05:48:03+00:00,0.9965
1760075344,2025-10-10T05:49:04+00:00,0.997
1760075412,2025-10-10T05:50:12+00:00,0.997
1760075465,2025-10-10T05:51:05+00:00,0.997
1760075523,2025-10-10T05:52:03+00:00,0.997
1760075584,2025-10-10T05:53:04+00:00,0.997
1760075644,2025-10-10T05:54:04+00:00,0.997
1760075703,2025-10-10T05:55:03+00:00,0.997
1760075765,2025-10-10T05:56:05+00:00,0.997
1760075823,2025-10-10T05:57:03+00:00,0.997
1760075884,2025-10-10T05:58:04+00:00,0.9975
1760075943,2025-10-10T05:59:03+00:00,0.9975
1760076004,2025-10-10T06:00:04+00:00,0.9975
1760076064,2025-10-10T06:01:04+00:00,0.9975
1760076124,2025-10-10T06:02:04+00:00,0.997
1760076184,2025-10-10T06:03:04+00:00,0.9975
1760076244,2025-10-10T06:04:04+00:00,0.9975
1760076313,2025-10-10T06:05:13+00:00,0.9975
1760076362,2025-10-10T06:06:02+00:00,0.9975
1760076424,2025-10-10T06:07:04+00:00,0.997
1760076484,2025-10-10T06:08:04+00:00,0.997
1760076544,2025-10-10T06:09:04+00:00,0.9975
1760076617,2025-10-10T06:10:17+00:00,0.9975
1760076664,2025-10-10T06:11:04+00:00,0.9975
1760076724,2025-10-10T06:12:04+00:00,0.9975
1760076784,2025-10-10T06:13:04+00:00,0.9975
1760076843,2025-10-10T06:14:03+00:00,0.9975
1760076903,2025-10-10T06:15:03+00:00,0.9975
1760076965,2025-10-10T06:16:05+00:00,0.9975
1760077023,2025-10-10T06:17:03+00:00,0.9975
1760077084,2025-10-10T06:18:04+00:00,0.997
1760077144,2025-10-10T06:19:04+00:00,0.9975
1760077208,2025-10-10T06:20:08+00:00,0.9975
1760077264,2025-10-10T06:21:04+00:00,0.9975
1760077324,2025-10-10T06:22:04+00:00,0.997
1760077384,2025-10-10T06:23:04+00:00,0.995
1760077445,2025-10-10T06:24:05+00:00,0.9955
1760077505,2025-10-10T06:25:05+00:00,0.9955
1760077562,2025-10-10T06:26:02+00:00,0.9955
1760077623,2025-10-10T06:27:03+00:00,0.995
1760077684,2025-10-10T06:28:04+00:00,0.9945
1760077744,2025-10-10T06:29:04+00:00,0.9945
1760077805,2025-10-10T06:30:05+00:00,0.9945
1760077865,2025-10-10T06:31:05+00:00,0.9945
1760077924,2025-10-10T06:32:04+00:00,0.9945
1760077983,2025-10-10T06:33:03+00:00,0.993
1760078043,2025-10-10T06:34:03+00:00,0.993
1760078103,2025-10-10T06:35:03+00:00,0.993
1760078169,2025-10-10T06:36:09+00:00,0.993
1760078224,2025-10-10T06:37:04+00:00,0.993
1760078284,2025-10-10T06:38:04+00:00,0.993
1760078344,2025-10-10T06:39:04+00:00,0.993
1760078402,2025-10-10T06:40:02+00:00,0.993
1760078464,2025-10-10T06:41:04+00:00,0.9925
1760078523,2025-10-10T06:42:03+00:00,0.9925
1760078582,2025-10-10T06:43:02+00:00,0.993
1760078644,2025-10-10T06:44:04+00:00,0.993
1760078705,2025-10-10T06:45:05+00:00,0.993
1760078772,2025-10-10T06:46:12+00:00,0.9925
1760078825,2025-10-10T06:47:05+00:00,0.9925
1760078884,2025-10-10T06:48:04+00:00,0.9925
1760078943,2025-10-10T06:49:03+00:00,0.992
1760079007,2025-10-10T06:50:07+00:00,0.992
1760079075,2025-10-10T06:51:15+00:00,0.996
1760079124,2025-10-10T06:52:04+00:00,0.996
1760079184,2025-10-10T06:53:04+00:00,0.9965
1760079244,2025-10-10T06:54:04+00:00,0.996
1760079304,2025-10-10T06:55:04+00:00,0.996
1760079375,2025-10-10T06:56:15+00:00,0.9945
1760079425,2025-10-10T06:57:05+00:00,0.995
1760079482,2025-10-10T06:58:02+00:00,0.995
1760079542,2025-10-10T06:59:02+00:00,0.995
1760079611,2025-10-10T07:00:11+00:00,0.995
1760079663,2025-10-10T07:01:03+00:00,0.995
1760079725,2025-10-10T07:02:05+00:00,0.995
1760079784,2025-10-10T07:03:04+00:00,0.995
1760079843,2025-10-10T07:04:03+00:00,0.9945
1760079914,2025-10-10T07:05:14+00:00,0.9945
1760079963,2025-10-10T07:06:03+00:00,0.9945
1760080025,2025-10-10T07:07:05+00:00,0.9945
1760080084,2025-10-10T07:08:04+00:00,0.9945
1760080143,2025-10-10T07:09:03+00:00,0.9945
1760080204,2025-10-10T07:10:04+00:00,0.995
1760080263,2025-10-10T07:11:03+00:00,0.9955
1760080323,2025-10-10T07:12:03+00:00,0.9935
1760080384,2025-10-10T07:13:04+00:00,0.9935
1760080445,2025-10-10T07:14:05+00:00,0.9935
1760080509,2025-10-10T07:15:09+00:00,0.9935
1760080567,2025-10-10T07:16:07+00:00,0.9935
1760080623,2025-10-10T07:17:03+00:00,0.994
1760080683,2025-10-10T07:18:03+00:00,0.9955
1760080742,2025-10-10T07:19:02+00:00,0.9955
1760080805,2025-10-10T07:20:05+00:00,0.9955
1760080863,2025-10-10T07:21:03+00:00,0.9955
1760080923,2025-10-10T07:22:03+00:00,0.9955
1760080985,2025-10-10T07:23:05+00:00,0.9955
1760081045,2025-10-10T07:24:05+00:00,0.9955
1760081113,2025-10-10T07:25:13+00:00,0.9955
1760081163,2025-10-10T07:26:03+00:00,0.9955
1760081224,2025-10-10T07:27:04+00:00,0.9955
1760081285,2025-10-10T07:28:05+00:00,0.9955
1760081343,2025-10-10T07:29:03+00:00,0.9955
1760081421,2025-10-10T07:30:21+00:00,0.9955
1760081463,2025-10-10T07:31:03+00:00,0.9955
1760081523,2025-10-10T07:32:03+00:00,0.9955
1760081585,2025-10-10T07:33:05+00:00,0.9955
1760081643,2025-10-10T07:34:03+00:00,0.9955
1760081703,2025-10-10T07:35:03+00:00,0.9955
1760081763,2025-10-10T07:36:03+00:00,0.995
1760081824,2025-10-10T07:37:04+00:00,0.995
1760081884,2025-10-10T07:38:04+00:00,0.995
1760081942,2025-10-10T07:39:02+00:00,0.9945
1760082003,2025-10-10T07:40:03+00:00,0.9945
1760082063,2025-10-10T07:41:03+00:00,0.9945
1760082124,2025-10-10T07:42:04+00:00,0.9945
1760082183,2025-10-10T07:43:03+00:00,0.9945
1760082243,2025-10-10T07:44:03+00:00,0.9945
1760082303,2025-10-10T07:45:03+00:00,0.9945
1760082365,2025-10-10T07:46:05+00:00,0.9925
1760082424,2025-10-10T07:47:04+00:00,0.9925
