unix,iso_utc,price
1760062324,2025-10-10T02:12:04+00:00,0.2765
1760062384,2025-10-10T02:13:04+00:00,0.278
1760062444,2025-10-10T02:14:04+00:00,0.2725
1760062505,2025-10-10T02:15:05+00:00,0.2755
1760062564,2025-10-10T02:16:04+00:00,0.2745
1760062623,2025-10-10T02:17:03+00:00,0.275
1760062685,2025-10-10T02:18:05+00:00,0.2755
1760062743,2025-10-10T02:19:03+00:00,0.2765
1760062808,2025-10-10T02:20:08+00:00,0.2755
1760062863,2025-10-10T02:21:03+00:00,0.2985
1760062925,2025-10-10T02:22:05+00:00,0.3005
1760062984,2025-10-10T02:23:04+00:00,0.3225
1760063043,2025-10-10T02:24:03+00:00,0.333
1760063105,2025-10-10T02:25:05+00:00,0.3555
1760063164,2025-10-10T02:26:04+00:00,0.3505
1760063224,2025-10-10T02:27:04+00:00,0.3505
1760063283,2025-10-10T02:28:03+00:00,0.4165
1760063343,2025-10-10T02:29:03+00:00,0.338
1760063414,2025-10-10T02:30:14+00:00,0.341
1760063465,2025-10-10T02:31:05+00:00,0.3215
1760063523,2025-10-10T02:32:03+00:00,0.3175
1760063585,2025-10-10T02:33:05+00:00,0.3085
1760063643,2025-10-10T02:34:03+00:00,0.3075
1760063716,2025-10-10T02:35:16+00:00,0.31
1760063765,2025-10-10T02:36:05+00:00,0.339
1760063824,2025-10-10T02:37:04+00:00,0.3165
1760063884,2025-10-10T02:38:04+00:00,0.3255
1760063943,2025-10-10T02:39:03+00:00,0.35
1760064003,2025-10-10T02:40:03+00:00,0.3545
1760064064,2025-10-10T02:41:04+00:00,0.3595
1760064123,2025-10-10T02:42:03+00:00,0.3605
1760064184,2025-10-10T02:43:04+00:00,0.3665
1760064243,2025-10-10T02:44:03+00:00,0.3465
1760064305,2025-10-10T02:45:05+00:00,0.3145
1760064363,2025-10-10T02:46:03+00:00,0.31
1760064424,2025-10-10T02:47:04+00:00,0.304
1760064483,2025-10-10T02:48:03+00:00,0.3045
1760064544,2025-10-10T02:49:04+00:00,0.3055
1760064606,2025-10-10T02:50:06+00:00,0.306
1760064662,2025-10-10T02:51:02+00:00,0.2985
1760064724,2025-10-10T02:52:04+00:00,0.313
1760064782,2025-10-10T02:53:02+00:00,0.331
1760064843,2025-10-10T02:54:03+00:00,0.3125
1760064905,2025-10-10T02:55:05+00:00,0.3265
1760064964,2025-10-10T02:56:04+00:00,0.3245
1760065025,2025-10-10T02:57:05+00:00,0.3165
1760065084,2025-10-10T02:58:04+00:00,0.3375
1760065144,2025-10-10T02:59:04+00:00,0.345
1760065202,2025-10-10T03:00:02+00:00,0.3425
1760065265,2025-10-10T03:01:05+00:00,0.343
1760065324,2025-10-10T03:02:04+00:00,0.3455
1760065384,2025-10-10T03:03:04+00:00,0.3445
1760065444,2025-10-10T03:04:04+00:00,0.346
1760065515,2025-10-10T03:05:15+00:00,0.3485
1760065565,2025-10-10T03:06:05+00:00,0.3465
1760065624,2025-10-10T03:07:04+00:00,0.3465
1760065684,2025-10-10T03:08:04+00:00,0.3505
1760065742,2025-10-10T03:09:02+00:00,0.3485
1760065816,2025-10-10T03:10:16+00:00,0.353
1760065862,2025-10-10T03:11:02+00:00,0.3535
1760065924,2025-10-10T03:12:04+00:00,0.347
1760065983,2025-10-10T03:13:03+00:00,0.354
1760066044,2025-10-10T03:14:04+00:00,0.354
1760066104,2025-10-10T03:15:04+00:00,0.375
1760066163,2025-10-10T03:16:03+00:00,0.381
1760066224,2025-10-10T03:17:04+00:00,0.415
1760066284,2025-10-10T03:18:04+00:00,0.3775
1760066344,2025-10-10T03:19:04+00:00,0.388
1760066412,2025-10-10T03:20:12+00:00,0.3985
1760066465,2025-10-10T03:21:05+00:00,0.406
1760066523,2025-10-10T03:22:03+00:00,0.374
1760066583,2025-10-10T03:23:03+00:00,0.3975
1760066643,2025-10-10T03:24:03+00:00,0.37
1760066704,2025-10-10T03:25:04+00:00,0.367
1760066763,2025-10-10T03:26:03+00:00,0.3585
1760066824,2025-10-10T03:27:04+00:00,0.3435
1760066883,2025-10-10T03:28:03+00:00,0.352
1760066943,2025-10-10T03:29:03+00:00,0.362
1760067003,2025-10-10T03:30:03+00:00,0.334
1760067063,2025-10-10T03:31:03+00:00,0.34
1760067123,2025-10-10T03:32:03+00:00,0.313
1760067185,2025-10-10T03:33:05+00:00,0.303
1760067244,2025-10-10T03:34:04+00:00,0.3025
1760067303,2025-10-10T03:35:03+00:00,0.318
1760067363,2025-10-10T03:36:03+00:00,0.311
1760067423,2025-10-10T03:37:03+00:00,0.2995
1760067483,2025-10-10T03:38:03+00:00,0.309
1760067544,2025-10-10T03:39:04+00:00,0.3105
1760067604,2025-10-10T03:40:04+00:00,0.306
1760067664,2025-10-10T03:41:04+00:00,0.307
1760067723,2025-10-10T03:42:03+00:00,0.306
1760067783,2025-10-10T03:43:03+00:00,0.3055
1760067844,2025-10-10T03:44:04+00:00,0.3065
