ticker,event_ticker,status,close_time,volume,title,category,series_ticker,event_time
KXNBASPREAD-25NOV05PHICLE-CLE16,KXNBASPREAD-25NOV05PHICLE,settled,2025-11-06T02:45:39.719427Z,15998,Philadelphia at Cleveland: Spread,Sports,KXNBASPREAD,2025-11-06T02:45:41.008688Z
KXNBASPREAD-25NOV05PHICLE-CLE13,KXNBASPREAD-25NOV05PHICLE,settled,2025-11-06T02:45:39.448382Z,18486,Philadelphia at Cleveland: Spread,Sports,KXNBASPREAD,2025-11-06T02:45:41.008688Z
KXNBASPREAD-25NOV05PHICLE-CLE10,KXNBASPREAD-25NOV05PHICLE,settled,2025-11-06T02:45:39.169702Z,89639,Philadelphia at Cleveland: Spread,Sports,KXNBASPREAD,2025-11-06T02:45:41.008688Z
KXNBASPREAD-25NOV05PHICLE-CLE1,KXNBASPREAD-25NOV05PHICLE,settled,2025-11-06T02:45:38.132093Z,1281,Philadelphia at Cleveland: Spread,Sports,KXNBASPREAD,2025-11-06T02:45:41.008688Z
KXNBATOTAL-25NOV05WASBOS-244,KXNBATOTAL-25NOV05WASBOS,closed,2025-11-06T03:05:13.149363Z,3672,Washington at Boston: Total Points,Sports,KXNBATOTAL,2025-11-06T03:05:13.149363Z
KXNBATOTAL-25NOV05WASBOS-241,KXNBATOTAL-25NOV05WASBOS,closed,2025-11-06T03:05:12.798795Z,2407,Washington at Boston: Total Points,Sports,KXNBATOTAL,2025-11-06T03:05:13.149363Z
KXNBATOTAL-25NOV05WASBOS-238,KXNBATOTAL-25NOV05WASBOS,closed,2025-11-06T03:05:12.451228Z,13294,Washington at Boston: Total Points,Sports,KXNBATOTAL,2025-11-06T03:05:13.149363Z
KXNBATOTAL-25NOV05WASBOS-235,KXNBATOTAL-25NOV05WASBOS,closed,2025-11-06T03:05:11.998105Z,18714,Washington at Boston: Total Points,Sports,KXNBATOTAL,2025-11-06T03:05:13.149363Z
KXNBATOTAL-25NOV05WASBOS-232,KXNBATOTAL-25NOV05WASBOS,closed,2025-11-06T03:05:11.614622Z,42201,Washington at Boston: Total Points,Sports,KXNBATOTAL,2025-11-06T03:05:13.149363Z
KXNBATOTAL-25NOV05WASBOS-229,KXNBATOTAL-25NOV05WASBOS,closed,2025-11-06T03:05:10.942403Z,7256,Washington at Boston: Total Points,Sports,KXNBATOTAL,2025-11-06T03:05:13.149363Z
KXNBATOTAL-25NOV05WASBOS-226,KXNBATOTAL-25NOV05WASBOS,closed,2025-11-06T03:05:10.497251Z,942,Washington at Boston: Total Points,Sports,KXNBATOTAL,2025-11-06T03:05:13.149363Z
KXNBATOTAL-25NOV05WASBOS-223,KXNBATOTAL-25NOV05WASBOS,closed,2025-11-06T03:05:10.055714Z,938,Washington at Boston: Total Points,Sports,KXNBATOTAL,2025-11-06T03:05:13.149363Z
KXNBATOTAL-25NOV05WASBOS-220,KXNBATOTAL-25NOV05WASBOS,closed,2025-11-06T03:05:09.58523Z,538,Washington at Boston: Total Points,Sports,KXNBATOTAL,2025-11-06T03:05:13.149363Z
KXNBATOTAL-25NOV05WASBOS-217,KXNBATOTAL-25NOV05WASBOS,closed,2025-11-06T03:05:09.201276Z,700,Washington at Boston: Total Points,Sports,KXNBATOTAL,2025-11-06T03:05:13.149363Z
KXNBATOTAL-25NOV05WASBOS-214,KXNBATOTAL-25NOV05WASBOS,closed,2025-11-06T03:05:08.642159Z,2032,Washington at Boston: Total Points,Sports,KXNBATOTAL,2025-11-06T03:05:13.149363Z
KXNBASPREAD-25NOV05WASBOS-WAS5,KXNBASPREAD-25NOV05WASBOS,closed,2025-11-06T03:05:13.739466Z,6959,Washington at Boston: Spread,Sports,KXNBASPREAD,2025-11-06T03:05:17.059625Z
KXNBASPREAD-25NOV05WASBOS-WAS2,KXNBASPREAD-25NOV05WASBOS,closed,2025-11-06T03:05:14.216799Z,1708,Washington at Boston: Spread,Sports,KXNBASPREAD,2025-11-06T03:05:17.059625Z
KXNBASPREAD-25NOV05WASBOS-BOS7,KXNBASPREAD-25NOV05WASBOS,closed,2025-11-06T03:05:15.312245Z,11220,Washington at Boston: Spread,Sports,KXNBASPREAD,2025-11-06T03:05:17.059625Z
KXNBASPREAD-25NOV05WASBOS-BOS4,KXNBASPREAD-25NOV05WASBOS,closed,2025-11-06T03:05:14.980527Z,7294,Washington at Boston: Spread,Sports,KXNBASPREAD,2025-11-06T03:05:17.059625Z
KXNBASPREAD-25NOV05WASBOS-BOS25,KXNBASPREAD-25NOV05WASBOS,closed,2025-11-06T03:05:17.059625Z,27877,Washington at Boston: Spread,Sports,KXNBASPREAD,2025-11-06T03:05:17.059625Z
KXNBASPREAD-25NOV05WASBOS-BOS22,KXNBASPREAD-25NOV05WASBOS,closed,2025-11-06T03:05:16.725471Z,24187,Washington at Boston: Spread,Sports,KXNBASPREAD,2025-11-06T03:05:17.059625Z
KXNBASPREAD-25NOV05WASBOS-BOS19,KXNBASPREAD-25NOV05WASBOS,closed,2025-11-06T03:05:16.401379Z,12189,Washington at Boston: Spread,Sports,KXNBASPREAD,2025-11-06T03:05:17.059625Z
KXNBASPREAD-25NOV05WASBOS-BOS16,KXNBASPREAD-25NOV05WASBOS,closed,2025-11-06T03:05:16.135844Z,17426,Washington at Boston: Spread,Sports,KXNBASPREAD,2025-11-06T03:05:17.059625Z
KXNBASPREAD-25NOV05WASBOS-BOS13,KXNBASPREAD-25NOV05WASBOS,closed,2025-11-06T03:05:15.912673Z,44212,Washington at Boston: Spread,Sports,KXNBASPREAD,2025-11-06T03:05:17.059625Z
KXNBASPREAD-25NOV05WASBOS-BOS10,KXNBASPREAD-25NOV05WASBOS,closed,2025-11-06T03:05:15.665841Z,19057,Washington at Boston: Spread,Sports,KXNBASPREAD,2025-11-06T03:05:17.059625Z
KXNBASPREAD-25NOV05WASBOS-BOS1,KXNBASPREAD-25NOV05WASBOS,closed,2025-11-06T03:05:14.589837Z,3029,Washington at Boston: Spread,Sports,KXNBASPREAD,2025-11-06T03:05:17.059625Z
KXNBATOTAL-25NOV05BKNIND-247,KXNBATOTAL-25NOV05BKNIND,settled,2025-11-06T02:55:06.754032Z,1699,Brooklyn at Indiana: Total Points,Sports,KXNBATOTAL,2025-11-06T02:55:06.754032Z
KXNBATOTAL-25NOV05BKNIND-244,KXNBATOTAL-25NOV05BKNIND,settled,2025-11-06T02:55:06.40864Z,1500,Brooklyn at Indiana: Total Points,Sports,KXNBATOTAL,2025-11-06T02:55:06.754032Z
KXNBATOTAL-25NOV05BKNIND-241,KXNBATOTAL-25NOV05BKNIND,settled,2025-11-06T02:55:05.961363Z,1913,Brooklyn at Indiana: Total Points,Sports,KXNBATOTAL,2025-11-06T02:55:06.754032Z
KXNBATOTAL-25NOV05BKNIND-238,KXNBATOTAL-25NOV05BKNIND,settled,2025-11-06T02:55:05.564833Z,2402,Brooklyn at Indiana: Total Points,Sports,KXNBATOTAL,2025-11-06T02:55:06.754032Z
KXNBATOTAL-25NOV05BKNIND-235,KXNBATOTAL-25NOV05BKNIND,settled,2025-11-06T02:55:05.206703Z,3716,Brooklyn at Indiana: Total Points,Sports,KXNBATOTAL,2025-11-06T02:55:06.754032Z
KXNBATOTAL-25NOV05BKNIND-232,KXNBATOTAL-25NOV05BKNIND,settled,2025-11-06T02:55:04.856376Z,95648,Brooklyn at Indiana: Total Points,Sports,KXNBATOTAL,2025-11-06T02:55:06.754032Z
KXNBATOTAL-25NOV05BKNIND-229,KXNBATOTAL-25NOV05BKNIND,settled,2025-11-06T02:55:04.495308Z,16464,Brooklyn at Indiana: Total Points,Sports,KXNBATOTAL,2025-11-06T02:55:06.754032Z
KXNBATOTAL-25NOV05BKNIND-226,KXNBATOTAL-25NOV05BKNIND,settled,2025-11-06T02:55:04.052565Z,4520,Brooklyn at Indiana: Total Points,Sports,KXNBATOTAL,2025-11-06T02:55:06.754032Z
KXNBATOTAL-25NOV05BKNIND-223,KXNBATOTAL-25NOV05BKNIND,settled,2025-11-06T02:55:03.606337Z,7655,Brooklyn at Indiana: Total Points,Sports,KXNBATOTAL,2025-11-06T02:55:06.754032Z
KXNBATOTAL-25NOV05BKNIND-220,KXNBATOTAL-25NOV05BKNIND,settled,2025-11-06T02:55:03.201715Z,3542,Brooklyn at Indiana: Total Points,Sports,KXNBATOTAL,2025-11-06T02:55:06.754032Z
KXNBATOTAL-25NOV05BKNIND-217,KXNBATOTAL-25NOV05BKNIND,settled,2025-11-06T02:55:02.697175Z,15004,Brooklyn at Indiana: Total Points,Sports,KXNBATOTAL,2025-11-06T02:55:06.754032Z
KXNBATOTAL-25NOV05UTADET-245,KXNBATOTAL-25NOV05UTADET,settled,2025-11-06T02:50:21.691384Z,576,Utah at Detroit: Total Points,Sports,KXNBATOTAL,2025-11-06T02:50:21.691384Z
KXNBATOTAL-25NOV05UTADET-242,KXNBATOTAL-25NOV05UTADET,settled,2025-11-06T02:50:21.431366Z,500,Utah at Detroit: Total Points,Sports,KXNBATOTAL,2025-11-06T02:50:21.691384Z
KXNBATOTAL-25NOV05UTADET-239,KXNBATOTAL-25NOV05UTADET,settled,2025-11-06T02:50:21.218876Z,1116,Utah at Detroit: Total Points,Sports,KXNBATOTAL,2025-11-06T02:50:21.691384Z
KXNBATOTAL-25NOV05UTADET-236,KXNBATOTAL-25NOV05UTADET,settled,2025-11-06T02:50:20.981757Z,3370,Utah at Detroit: Total Points,Sports,KXNBATOTAL,2025-11-06T02:50:21.691384Z
KXNBATOTAL-25NOV05UTADET-233,KXNBATOTAL-25NOV05UTADET,settled,2025-11-06T02:50:20.678186Z,16077,Utah at Detroit: Total Points,Sports,KXNBATOTAL,2025-11-06T02:50:21.691384Z
KXNBATOTAL-25NOV05UTADET-230,KXNBATOTAL-25NOV05UTADET,settled,2025-11-06T02:50:20.376204Z,7181,Utah at Detroit: Total Points,Sports,KXNBATOTAL,2025-11-06T02:50:21.691384Z
KXNBATOTAL-25NOV05UTADET-227,KXNBATOTAL-25NOV05UTADET,settled,2025-11-06T02:50:19.965027Z,3505,Utah at Detroit: Total Points,Sports,KXNBATOTAL,2025-11-06T02:50:21.691384Z
KXNBATOTAL-25NOV05UTADET-224,KXNBATOTAL-25NOV05UTADET,settled,2025-11-06T02:50:19.674545Z,2329,Utah at Detroit: Total Points,Sports,KXNBATOTAL,2025-11-06T02:50:21.691384Z
KXNBATOTAL-25NOV05UTADET-221,KXNBATOTAL-25NOV05UTADET,settled,2025-11-06T02:50:19.286708Z,1586,Utah at Detroit: Total Points,Sports,KXNBATOTAL,2025-11-06T02:50:21.691384Z
KXNBATOTAL-25NOV05UTADET-218,KXNBATOTAL-25NOV05UTADET,settled,2025-11-06T02:50:18.718267Z,3997,Utah at Detroit: Total Points,Sports,KXNBATOTAL,2025-11-06T02:50:21.691384Z
KXNBATOTAL-25NOV05UTADET-215,KXNBATOTAL-25NOV05UTADET,settled,2025-11-06T02:50:18.321393Z,16571,Utah at Detroit: Total Points,Sports,KXNBATOTAL,2025-11-06T02:50:21.691384Z
KXNBASPREAD-25NOV05BKNIND-IND9,KXNBASPREAD-25NOV05BKNIND,settled,2025-11-06T02:55:07.047896Z,3725,Brooklyn at Indiana: Spread,Sports,KXNBASPREAD,2025-11-06T02:55:08.052898Z
KXNBASPREAD-25NOV05BKNIND-IND6,KXNBASPREAD-25NOV05BKNIND,settled,2025-11-06T02:55:06.781327Z,30793,Brooklyn at Indiana: Spread,Sports,KXNBASPREAD,2025-11-06T02:55:08.052898Z
KXNBASPREAD-25NOV05BKNIND-IND3,KXNBASPREAD-25NOV05BKNIND,settled,2025-11-06T02:55:06.430343Z,12690,Brooklyn at Indiana: Spread,Sports,KXNBASPREAD,2025-11-06T02:55:08.052898Z
KXNBASPREAD-25NOV05BKNIND-IND21,KXNBASPREAD-25NOV05BKNIND,settled,2025-11-06T02:55:08.052898Z,2847,Brooklyn at Indiana: Spread,Sports,KXNBASPREAD,2025-11-06T02:55:08.052898Z
KXNBASPREAD-25NOV05BKNIND-IND18,KXNBASPREAD-25NOV05BKNIND,settled,2025-11-06T02:55:07.867171Z,3200,Brooklyn at Indiana: Spread,Sports,KXNBASPREAD,2025-11-06T02:55:08.052898Z
KXNBASPREAD-25NOV05BKNIND-IND15,KXNBASPREAD-25NOV05BKNIND,settled,2025-11-06T02:55:07.63536Z,1723,Brooklyn at Indiana: Spread,Sports,KXNBASPREAD,2025-11-06T02:55:08.052898Z
KXNBASPREAD-25NOV05BKNIND-IND12,KXNBASPREAD-25NOV05BKNIND,settled,2025-11-06T02:55:07.326322Z,1342,Brooklyn at Indiana: Spread,Sports,KXNBASPREAD,2025-11-06T02:55:08.052898Z
KXNBASPREAD-25NOV05BKNIND-BKN9,KXNBASPREAD-25NOV05BKNIND,settled,2025-11-06T02:55:05.131051Z,8059,Brooklyn at Indiana: Spread,Sports,KXNBASPREAD,2025-11-06T02:55:08.052898Z
KXNBASPREAD-25NOV05BKNIND-BKN6,KXNBASPREAD-25NOV05BKNIND,settled,2025-11-06T02:55:05.5086Z,3295,Brooklyn at Indiana: Spread,Sports,KXNBASPREAD,2025-11-06T02:55:08.052898Z
KXNBASPREAD-25NOV05BKNIND-BKN3,KXNBASPREAD-25NOV05BKNIND,settled,2025-11-06T02:55:05.911516Z,4548,Brooklyn at Indiana: Spread,Sports,KXNBASPREAD,2025-11-06T02:55:08.052898Z
KXNBASPREAD-25NOV05UTADET-UTA5,KXNBASPREAD-25NOV05UTADET,settled,2025-11-06T02:50:17.430302Z,3087,Utah at Detroit: Spread,Sports,KXNBASPREAD,2025-11-06T02:50:20.874607Z
KXNBASPREAD-25NOV05UTADET-UTA2,KXNBASPREAD-25NOV05UTADET,settled,2025-11-06T02:50:17.854979Z,1929,Utah at Detroit: Spread,Sports,KXNBASPREAD,2025-11-06T02:50:20.874607Z
KXNBASPREAD-25NOV05UTADET-DET7,KXNBASPREAD-25NOV05UTADET,settled,2025-11-06T02:50:19.044744Z,7163,Utah at Detroit: Spread,Sports,KXNBASPREAD,2025-11-06T02:50:20.874607Z
KXNBASPREAD-25NOV05UTADET-DET4,KXNBASPREAD-25NOV05UTADET,settled,2025-11-06T02:50:18.634397Z,6800,Utah at Detroit: Spread,Sports,KXNBASPREAD,2025-11-06T02:50:20.874607Z
KXNBASPREAD-25NOV05UTADET-DET25,KXNBASPREAD-25NOV05UTADET,settled,2025-11-06T02:50:20.874607Z,556,Utah at Detroit: Spread,Sports,KXNBASPREAD,2025-11-06T02:50:20.874607Z
KXNBASPREAD-25NOV05UTADET-DET22,KXNBASPREAD-25NOV05UTADET,settled,2025-11-06T02:50:20.641816Z,700,Utah at Detroit: Spread,Sports,KXNBASPREAD,2025-11-06T02:50:20.874607Z
KXNBASPREAD-25NOV05UTADET-DET19,KXNBASPREAD-25NOV05UTADET,settled,2025-11-06T02:50:20.379303Z,1165,Utah at Detroit: Spread,Sports,KXNBASPREAD,2025-11-06T02:50:20.874607Z
KXNBASPREAD-25NOV05UTADET-DET16,KXNBASPREAD-25NOV05UTADET,settled,2025-11-06T02:50:19.993367Z,1113,Utah at Detroit: Spread,Sports,KXNBASPREAD,2025-11-06T02:50:20.874607Z
KXNBASPREAD-25NOV05UTADET-DET13,KXNBASPREAD-25NOV05UTADET,settled,2025-11-06T02:50:19.722643Z,6198,Utah at Detroit: Spread,Sports,KXNBASPREAD,2025-11-06T02:50:20.874607Z
KXNBASPREAD-25NOV05UTADET-DET10,KXNBASPREAD-25NOV05UTADET,settled,2025-11-06T02:50:19.377277Z,58493,Utah at Detroit: Spread,Sports,KXNBASPREAD,2025-11-06T02:50:20.874607Z
KXNBASPREAD-25NOV05UTADET-DET1,KXNBASPREAD-25NOV05UTADET,settled,2025-11-06T02:50:18.326014Z,970,Utah at Detroit: Spread,Sports,KXNBASPREAD,2025-11-06T02:50:20.874607Z
KXNCAAMBTOTAL-25NOV05USIBUT-170,KXNCAAMBTOTAL-25NOV05USIBUT,settled,2025-11-06T02:35:38.151358Z,200,Southern Indiana at Butler: Total Points,Sports,KXNCAAMBTOTAL,2025-11-06T02:35:38.151358Z
KXNCAAMBTOTAL-25NOV05USIBUT-167,KXNCAAMBTOTAL-25NOV05USIBUT,settled,2025-11-06T02:35:37.788875Z,200,Southern Indiana at Butler: Total Points,Sports,KXNCAAMBTOTAL,2025-11-06T02:35:38.151358Z
KXNCAAMBTOTAL-25NOV05USIBUT-164,KXNCAAMBTOTAL-25NOV05USIBUT,settled,2025-11-06T02:35:37.41318Z,200,Southern Indiana at Butler: Total Points,Sports,KXNCAAMBTOTAL,2025-11-06T02:35:38.151358Z
KXNCAAMBTOTAL-25NOV05USIBUT-161,KXNCAAMBTOTAL-25NOV05USIBUT,settled,2025-11-06T02:35:37.126135Z,350,Southern Indiana at Butler: Total Points,Sports,KXNCAAMBTOTAL,2025-11-06T02:35:38.151358Z
KXNCAAMBTOTAL-25NOV05USIBUT-158,KXNCAAMBTOTAL-25NOV05USIBUT,settled,2025-11-06T02:35:36.775403Z,377,Southern Indiana at Butler: Total Points,Sports,KXNCAAMBTOTAL,2025-11-06T02:35:38.151358Z
KXNCAAMBTOTAL-25NOV05USIBUT-155,KXNCAAMBTOTAL-25NOV05USIBUT,settled,2025-11-06T02:35:36.517357Z,6755,Southern Indiana at Butler: Total Points,Sports,KXNCAAMBTOTAL,2025-11-06T02:35:38.151358Z
KXNCAAMBTOTAL-25NOV05USIBUT-152,KXNCAAMBTOTAL-25NOV05USIBUT,settled,2025-11-06T02:35:36.247064Z,675,Southern Indiana at Butler: Total Points,Sports,KXNCAAMBTOTAL,2025-11-06T02:35:38.151358Z
KXNCAAMBTOTAL-25NOV05USIBUT-149,KXNCAAMBTOTAL-25NOV05USIBUT,settled,2025-11-06T02:35:35.916911Z,225,Southern Indiana at Butler: Total Points,Sports,KXNCAAMBTOTAL,2025-11-06T02:35:38.151358Z
KXNCAAMBTOTAL-25NOV05USIBUT-146,KXNCAAMBTOTAL-25NOV05USIBUT,settled,2025-11-06T02:35:35.711814Z,329,Southern Indiana at Butler: Total Points,Sports,KXNCAAMBTOTAL,2025-11-06T02:35:38.151358Z
KXNCAAMBTOTAL-25NOV05USIBUT-143,KXNCAAMBTOTAL-25NOV05USIBUT,settled,2025-11-06T02:35:35.450791Z,200,Southern Indiana at Butler: Total Points,Sports,KXNCAAMBTOTAL,2025-11-06T02:35:38.151358Z
KXNCAAMBTOTAL-25NOV05USIBUT-140,KXNCAAMBTOTAL-25NOV05USIBUT,settled,2025-11-06T02:35:35.149873Z,200,Southern Indiana at Butler: Total Points,Sports,KXNCAAMBTOTAL,2025-11-06T02:35:38.151358Z
KXNCAAMBSPREAD-25NOV05USIBUT-BUT8,KXNCAAMBSPREAD-25NOV05USIBUT,settled,2025-11-06T02:35:43.55476Z,250,Southern Indiana at Butler: Spread,Sports,KXNCAAMBSPREAD,2025-11-06T02:35:45.458262Z
KXNCAAMBSPREAD-25NOV05USIBUT-BUT5,KXNCAAMBSPREAD-25NOV05USIBUT,settled,2025-11-06T02:35:43.336288Z,250,Southern Indiana at Butler: Spread,Sports,KXNCAAMBSPREAD,2025-11-06T02:35:45.458262Z
KXNCAAMBSPREAD-25NOV05USIBUT-BUT35,KXNCAAMBSPREAD-25NOV05USIBUT,settled,2025-11-06T02:35:45.458262Z,250,Southern Indiana at Butler: Spread,Sports,KXNCAAMBSPREAD,2025-11-06T02:35:45.458262Z
KXNCAAMBSPREAD-25NOV05USIBUT-BUT32,KXNCAAMBSPREAD-25NOV05USIBUT,settled,2025-11-06T02:35:45.206915Z,912,Southern Indiana at Butler: Spread,Sports,KXNCAAMBSPREAD,2025-11-06T02:35:45.458262Z
KXNCAAMBSPREAD-25NOV05USIBUT-BUT29,KXNCAAMBSPREAD-25NOV05USIBUT,settled,2025-11-06T02:35:44.96382Z,2675,Southern Indiana at Butler: Spread,Sports,KXNCAAMBSPREAD,2025-11-06T02:35:45.458262Z
KXNCAAMBSPREAD-25NOV05USIBUT-BUT26,KXNCAAMBSPREAD-25NOV05USIBUT,settled,2025-11-06T02:35:44.811045Z,1742,Southern Indiana at Butler: Spread,Sports,KXNCAAMBSPREAD,2025-11-06T02:35:45.458262Z
KXNCAAMBSPREAD-25NOV05USIBUT-BUT23,KXNCAAMBSPREAD-25NOV05USIBUT,settled,2025-11-06T02:35:44.630942Z,2895,Southern Indiana at Butler: Spread,Sports,KXNCAAMBSPREAD,2025-11-06T02:35:45.458262Z
KXNCAAMBSPREAD-25NOV05USIBUT-BUT20,KXNCAAMBSPREAD-25NOV05USIBUT,settled,2025-11-06T02:35:44.4302Z,2045,Southern Indiana at Butler: Spread,Sports,KXNCAAMBSPREAD,2025-11-06T02:35:45.458262Z
KXNCAAMBSPREAD-25NOV05USIBUT-BUT17,KXNCAAMBSPREAD-25NOV05USIBUT,settled,2025-11-06T02:35:44.203098Z,301,Southern Indiana at Butler: Spread,Sports,KXNCAAMBSPREAD,2025-11-06T02:35:45.458262Z
KXNCAAMBSPREAD-25NOV05USIBUT-BUT14,KXNCAAMBSPREAD-25NOV05USIBUT,settled,2025-11-06T02:35:43.971929Z,250,Southern Indiana at Butler: Spread,Sports,KXNCAAMBSPREAD,2025-11-06T02:35:45.458262Z
KXNCAAMBSPREAD-25NOV05USIBUT-BUT11,KXNCAAMBSPREAD-25NOV05USIBUT,settled,2025-11-06T02:35:43.802748Z,250,Southern Indiana at Butler: Spread,Sports,KXNCAAMBSPREAD,2025-11-06T02:35:45.458262Z
KXNCAAMBTOTAL-25NOV05RIDRUTG-161,KXNCAAMBTOTAL-25NOV05RIDRUTG,settled,2025-11-06T02:50:34.542542Z,200,Rider at Rutgers: Total Points,Sports,KXNCAAMBTOTAL,2025-11-06T02:50:34.542542Z
KXNCAAMBTOTAL-25NOV05RIDRUTG-158,KXNCAAMBTOTAL-25NOV05RIDRUTG,settled,2025-11-06T02:50:34.395897Z,246,Rider at Rutgers: Total Points,Sports,KXNCAAMBTOTAL,2025-11-06T02:50:34.542542Z
KXNCAAMBTOTAL-25NOV05RIDRUTG-155,KXNCAAMBTOTAL-25NOV05RIDRUTG,settled,2025-11-06T02:50:34.249875Z,326,Rider at Rutgers: Total Points,Sports,KXNCAAMBTOTAL,2025-11-06T02:50:34.542542Z
KXNCAAMBTOTAL-25NOV05RIDRUTG-152,KXNCAAMBTOTAL-25NOV05RIDRUTG,settled,2025-11-06T02:50:34.137482Z,200,Rider at Rutgers: Total Points,Sports,KXNCAAMBTOTAL,2025-11-06T02:50:34.542542Z
KXNCAAMBTOTAL-25NOV05RIDRUTG-149,KXNCAAMBTOTAL-25NOV05RIDRUTG,settled,2025-11-06T02:50:33.960578Z,252,Rider at Rutgers: Total Points,Sports,KXNCAAMBTOTAL,2025-11-06T02:50:34.542542Z
