ticker,event_ticker,category,event_time,vol_total,vol_24h,vol_4h,vol_1h,n_trades_1h,max_trade_size_1h,net_yes_volume_1h,vol_30m,n_trades_30m,max_trade_size_30m,net_yes_volume_30m,price_change_30m
KXNBATOTAL-25NOV05BKNIND-247,KXNBATOTAL-25NOV05BKNIND,Sports,2025-11-06 02:55:06.754032+00:00,1699,1699,1662,572,4,500,-478,47,2,35,47,-0.18
KXNBATOTAL-25NOV05BKNIND-244,KXNBATOTAL-25NOV05BKNIND,Sports,2025-11-06 02:55:06.754032+00:00,1500,1500,1500,500,1,500,-500,0,0,0,0,0.0
KXNBATOTAL-25NOV05BKNIND-241,KXNBATOTAL-25NOV05BKNIND,Sports,2025-11-06 02:55:06.754032+00:00,1913,1913,1900,505,2,500,-505,500,1,500,-500,-0.27
KXNBATOTAL-25NOV05BKNIND-238,KXNBATOTAL-25NOV05BKNIND,Sports,2025-11-06 02:55:06.754032+00:00,2402,2402,2402,500,1,500,-500,500,1,500,-500,-0.18
KXNBATOTAL-25NOV05BKNIND-235,KXNBATOTAL-25NOV05BKNIND,Sports,2025-11-06 02:55:06.754032+00:00,3716,3716,3550,711,4,500,-627,711,4,500,-627,-0.42
KXNBATOTAL-25NOV05BKNIND-232,KXNBATOTAL-25NOV05BKNIND,Sports,2025-11-06 02:55:06.754032+00:00,95648,95648,12651,1344,13,477,-1340,614,4,477,-610,-0.48
KXNBATOTAL-25NOV05BKNIND-229,KXNBATOTAL-25NOV05BKNIND,Sports,2025-11-06 02:55:06.754032+00:00,16464,16464,15352,3257,21,1026,149,1917,8,1026,299,-0.52
KXNBATOTAL-25NOV05BKNIND-226,KXNBATOTAL-25NOV05BKNIND,Sports,2025-11-06 02:55:06.754032+00:00,4520,4520,4400,868,10,387,-452,604,6,387,-396,-0.64
KXNBATOTAL-25NOV05BKNIND-223,KXNBATOTAL-25NOV05BKNIND,Sports,2025-11-06 02:55:06.754032+00:00,7655,7655,7655,1192,10,500,-778,509,2,500,-491,-0.7
KXNBATOTAL-25NOV05BKNIND-220,KXNBATOTAL-25NOV05BKNIND,Sports,2025-11-06 02:55:06.754032+00:00,3542,3542,3510,1847,15,500,-1271,547,4,474,-453,-0.6799999999999999
KXNBATOTAL-25NOV05BKNIND-217,KXNBATOTAL-25NOV05BKNIND,Sports,2025-11-06 02:55:06.754032+00:00,15004,15004,13917,8140,85,1840,3820,3628,30,1840,1994,-0.039999999999999994
KXNBATOTAL-25NOV05UTADET-245,KXNBATOTAL-25NOV05UTADET,Sports,2025-11-06 02:50:21.691384+00:00,576,576,500,500,1,500,-500,0,0,0,0,0.0
KXNBATOTAL-25NOV05UTADET-242,KXNBATOTAL-25NOV05UTADET,Sports,2025-11-06 02:50:21.691384+00:00,500,500,500,500,2,495,-500,0,0,0,0,0.0
KXNBATOTAL-25NOV05UTADET-239,KXNBATOTAL-25NOV05UTADET,Sports,2025-11-06 02:50:21.691384+00:00,1116,1116,1116,500,1,500,-500,0,0,0,0,0.0
KXNBATOTAL-25NOV05UTADET-236,KXNBATOTAL-25NOV05UTADET,Sports,2025-11-06 02:50:21.691384+00:00,3370,3370,3349,588,3,500,-412,88,2,47,88,-0.42
KXNBATOTAL-25NOV05UTADET-233,KXNBATOTAL-25NOV05UTADET,Sports,2025-11-06 02:50:21.691384+00:00,16077,16077,12487,1977,14,862,299,1750,9,862,362,-0.44
KXNBATOTAL-25NOV05UTADET-230,KXNBATOTAL-25NOV05UTADET,Sports,2025-11-06 02:50:21.691384+00:00,7181,7181,5808,997,7,469,-821,557,4,469,-381,-0.48
KXNBATOTAL-25NOV05UTADET-227,KXNBATOTAL-25NOV05UTADET,Sports,2025-11-06 02:50:21.691384+00:00,3505,3505,3449,500,2,444,-500,444,1,444,-444,-0.61
KXNBATOTAL-25NOV05UTADET-224,KXNBATOTAL-25NOV05UTADET,Sports,2025-11-06 02:50:21.691384+00:00,2329,2329,1802,547,3,500,-453,547,3,500,-453,-0.07000000000000006
KXNBATOTAL-25NOV05UTADET-221,KXNBATOTAL-25NOV05UTADET,Sports,2025-11-06 02:50:21.691384+00:00,1586,1586,1571,500,1,500,-500,500,1,500,-500,-0.69
KXNBATOTAL-25NOV05UTADET-218,KXNBATOTAL-25NOV05UTADET,Sports,2025-11-06 02:50:21.691384+00:00,3997,3997,3853,644,4,498,-608,498,1,498,-498,-0.77
KXNBATOTAL-25NOV05UTADET-215,KXNBATOTAL-25NOV05UTADET,Sports,2025-11-06 02:50:21.691384+00:00,16571,16571,15648,11583,46,5000,-8283,8326,16,5000,-7150,-0.52
KXNBASPREAD-25NOV05BKNIND-IND9,KXNBASPREAD-25NOV05BKNIND,Sports,2025-11-06 02:55:08.052898+00:00,3725,3725,2684,604,7,500,-574,511,2,500,-489,0.0
KXNBASPREAD-25NOV05BKNIND-IND6,KXNBASPREAD-25NOV05BKNIND,Sports,2025-11-06 02:55:08.052898+00:00,30793,30793,19150,5496,18,1895,2850,4366,7,1895,3356,-0.48
KXNBASPREAD-25NOV05BKNIND-IND3,KXNBASPREAD-25NOV05BKNIND,Sports,2025-11-06 02:55:08.052898+00:00,12690,12690,9153,4037,32,600,-2077,1189,10,446,189,-0.62
KXNBASPREAD-25NOV05BKNIND-IND21,KXNBASPREAD-25NOV05BKNIND,Sports,2025-11-06 02:55:08.052898+00:00,2847,2847,2847,500,2,384,-500,0,0,0,0,0.0
KXNBASPREAD-25NOV05BKNIND-IND18,KXNBASPREAD-25NOV05BKNIND,Sports,2025-11-06 02:55:08.052898+00:00,3200,3200,3200,500,1,500,-500,0,0,0,0,0.0
KXNBASPREAD-25NOV05BKNIND-IND15,KXNBASPREAD-25NOV05BKNIND,Sports,2025-11-06 02:55:08.052898+00:00,1723,1723,1700,500,1,500,-500,0,0,0,0,0.0
KXNBASPREAD-25NOV05BKNIND-IND12,KXNBASPREAD-25NOV05BKNIND,Sports,2025-11-06 02:55:08.052898+00:00,1342,1342,1322,500,2,498,-500,0,0,0,0,0.0
KXNBASPREAD-25NOV05BKNIND-BKN9,KXNBASPREAD-25NOV05BKNIND,Sports,2025-11-06 02:55:08.052898+00:00,8059,8059,5077,3213,47,349,-1155,2567,26,349,-1161,0.23000000000000004
KXNBASPREAD-25NOV05BKNIND-BKN6,KXNBASPREAD-25NOV05BKNIND,Sports,2025-11-06 02:55:08.052898+00:00,3295,3295,2721,2672,28,500,1122,1173,13,403,857,0.31
KXNBASPREAD-25NOV05BKNIND-BKN3,KXNBASPREAD-25NOV05BKNIND,Sports,2025-11-06 02:55:08.052898+00:00,4548,4548,4489,4181,42,500,2963,872,11,364,188,0.65
KXNBASPREAD-25NOV05UTADET-UTA5,KXNBASPREAD-25NOV05UTADET,Sports,2025-11-06 02:50:20.874607+00:00,3087,3087,2057,575,6,496,-425,42,2,39,42,0.12
KXNBASPREAD-25NOV05UTADET-UTA2,KXNBASPREAD-25NOV05UTADET,Sports,2025-11-06 02:50:20.874607+00:00,1929,1929,1929,522,2,500,-478,500,1,500,-500,-0.21
KXNBASPREAD-25NOV05UTADET-DET7,KXNBASPREAD-25NOV05UTADET,Sports,2025-11-06 02:50:20.874607+00:00,7163,7163,6254,741,8,500,661,700,4,500,668,0.37
KXNBASPREAD-25NOV05UTADET-DET4,KXNBASPREAD-25NOV05UTADET,Sports,2025-11-06 02:50:20.874607+00:00,6800,6800,6401,2134,9,500,-306,700,2,500,700,0.26
KXNBASPREAD-25NOV05UTADET-DET25,KXNBASPREAD-25NOV05UTADET,Sports,2025-11-06 02:50:20.874607+00:00,556,556,556,0,0,0,0,0,0,0,0,0.0
KXNBASPREAD-25NOV05UTADET-DET22,KXNBASPREAD-25NOV05UTADET,Sports,2025-11-06 02:50:20.874607+00:00,700,700,700,500,1,500,-500,0,0,0,0,0.0
KXNBASPREAD-25NOV05UTADET-DET19,KXNBASPREAD-25NOV05UTADET,Sports,2025-11-06 02:50:20.874607+00:00,1165,1165,518,500,1,500,-500,500,1,500,-500,-0.22999999999999998
KXNBASPREAD-25NOV05UTADET-DET16,KXNBASPREAD-25NOV05UTADET,Sports,2025-11-06 02:50:20.874607+00:00,1113,1113,1069,527,2,500,-473,500,1,500,-500,-0.31
KXNBASPREAD-25NOV05UTADET-DET13,KXNBASPREAD-25NOV05UTADET,Sports,2025-11-06 02:50:20.874607+00:00,6198,6198,6118,1030,6,500,-1030,472,2,462,-472,-0.38
KXNBASPREAD-25NOV05UTADET-DET10,KXNBASPREAD-25NOV05UTADET,Sports,2025-11-06 02:50:20.874607+00:00,58493,58493,27199,13552,56,2500,5210,3861,27,500,1837,-0.27999999999999997
KXNBASPREAD-25NOV05UTADET-DET1,KXNBASPREAD-25NOV05UTADET,Sports,2025-11-06 02:50:20.874607+00:00,970,970,970,518,3,500,504,500,1,500,500,0.19999999999999996
KXNCAAMBTOTAL-25NOV05USIBUT-170,KXNCAAMBTOTAL-25NOV05USIBUT,Sports,2025-11-06 02:35:38.151358+00:00,200,200,200,200,1,200,-200,0,0,0,0,0.0
KXNCAAMBTOTAL-25NOV05USIBUT-167,KXNCAAMBTOTAL-25NOV05USIBUT,Sports,2025-11-06 02:35:38.151358+00:00,200,200,200,200,1,200,-200,0,0,0,0,0.0
KXNCAAMBTOTAL-25NOV05USIBUT-164,KXNCAAMBTOTAL-25NOV05USIBUT,Sports,2025-11-06 02:35:38.151358+00:00,200,200,200,200,1,200,-200,0,0,0,0,0.0
KXNCAAMBTOTAL-25NOV05USIBUT-161,KXNCAAMBTOTAL-25NOV05USIBUT,Sports,2025-11-06 02:35:38.151358+00:00,350,350,350,200,1,200,-200,0,0,0,0,0.0
KXNCAAMBTOTAL-25NOV05USIBUT-158,KXNCAAMBTOTAL-25NOV05USIBUT,Sports,2025-11-06 02:35:38.151358+00:00,377,377,377,200,1,200,-200,0,0,0,0,0.0
KXNCAAMBTOTAL-25NOV05USIBUT-155,KXNCAAMBTOTAL-25NOV05USIBUT,Sports,2025-11-06 02:35:38.151358+00:00,6755,6755,6589,262,2,200,-138,62,1,62,62,-0.39
KXNCAAMBTOTAL-25NOV05USIBUT-152,KXNCAAMBTOTAL-25NOV05USIBUT,Sports,2025-11-06 02:35:38.151358+00:00,675,675,675,428,3,200,28,0,0,0,0,0.0
KXNCAAMBTOTAL-25NOV05USIBUT-149,KXNCAAMBTOTAL-25NOV05USIBUT,Sports,2025-11-06 02:35:38.151358+00:00,225,225,225,200,1,200,-200,0,0,0,0,0.0
KXNCAAMBTOTAL-25NOV05USIBUT-146,KXNCAAMBTOTAL-25NOV05USIBUT,Sports,2025-11-06 02:35:38.151358+00:00,329,329,200,200,1,200,-200,0,0,0,0,0.0
KXNCAAMBTOTAL-25NOV05USIBUT-143,KXNCAAMBTOTAL-25NOV05USIBUT,Sports,2025-11-06 02:35:38.151358+00:00,200,200,200,200,1,200,200,0,0,0,0,0.0
KXNCAAMBTOTAL-25NOV05USIBUT-140,KXNCAAMBTOTAL-25NOV05USIBUT,Sports,2025-11-06 02:35:38.151358+00:00,200,200,180,180,1,180,180,0,0,0,0,0.0
KXNCAAMBSPREAD-25NOV05USIBUT-BUT8,KXNCAAMBSPREAD-25NOV05USIBUT,Sports,2025-11-06 02:35:45.458262+00:00,250,250,250,0,0,0,0,0,0,0,0,0.0
KXNCAAMBSPREAD-25NOV05USIBUT-BUT5,KXNCAAMBSPREAD-25NOV05USIBUT,Sports,2025-11-06 02:35:45.458262+00:00,250,250,240,0,0,0,0,0,0,0,0,0.0
KXNCAAMBSPREAD-25NOV05USIBUT-BUT35,KXNCAAMBSPREAD-25NOV05USIBUT,Sports,2025-11-06 02:35:45.458262+00:00,250,250,250,250,2,200,-250,0,0,0,0,0.0
KXNCAAMBSPREAD-25NOV05USIBUT-BUT32,KXNCAAMBSPREAD-25NOV05USIBUT,Sports,2025-11-06 02:35:45.458262+00:00,912,912,912,343,7,200,-203,0,0,0,0,0.0
KXNCAAMBSPREAD-25NOV05USIBUT-BUT29,KXNCAAMBSPREAD-25NOV05USIBUT,Sports,2025-11-06 02:35:45.458262+00:00,2675,2675,2675,85,1,85,85,0,0,0,0,0.0
KXNCAAMBSPREAD-25NOV05USIBUT-BUT26,KXNCAAMBSPREAD-25NOV05USIBUT,Sports,2025-11-06 02:35:45.458262+00:00,1742,1742,1742,1491,7,474,227,0,0,0,0,0.0
KXNCAAMBSPREAD-25NOV05USIBUT-BUT23,KXNCAAMBSPREAD-25NOV05USIBUT,Sports,2025-11-06 02:35:45.458262+00:00,2895,2895,2638,414,6,200,186,0,0,0,0,0.0
KXNCAAMBSPREAD-25NOV05USIBUT-BUT20,KXNCAAMBSPREAD-25NOV05USIBUT,Sports,2025-11-06 02:35:45.458262+00:00,2045,2045,722,250,2,200,250,0,0,0,0,0.0
KXNCAAMBSPREAD-25NOV05USIBUT-BUT17,KXNCAAMBSPREAD-25NOV05USIBUT,Sports,2025-11-06 02:35:45.458262+00:00,301,301,250,250,2,200,250,0,0,0,0,0.0
KXNCAAMBSPREAD-25NOV05USIBUT-BUT14,KXNCAAMBSPREAD-25NOV05USIBUT,Sports,2025-11-06 02:35:45.458262+00:00,250,250,250,250,2,200,250,0,0,0,0,0.0
KXNCAAMBSPREAD-25NOV05USIBUT-BUT11,KXNCAAMBSPREAD-25NOV05USIBUT,Sports,2025-11-06 02:35:45.458262+00:00,250,250,250,0,0,0,0,0,0,0,0,0.0
KXNCAAMBTOTAL-25NOV05RIDRUTG-161,KXNCAAMBTOTAL-25NOV05RIDRUTG,Sports,2025-11-06 02:50:34.542542+00:00,200,200,200,0,0,0,0,0,0,0,0,0.0
KXNCAAMBTOTAL-25NOV05RIDRUTG-158,KXNCAAMBTOTAL-25NOV05RIDRUTG,Sports,2025-11-06 02:50:34.542542+00:00,246,246,246,0,0,0,0,0,0,0,0,0.0
KXNCAAMBTOTAL-25NOV05RIDRUTG-155,KXNCAAMBTOTAL-25NOV05RIDRUTG,Sports,2025-11-06 02:50:34.542542+00:00,326,326,326,0,0,0,0,0,0,0,0,0.0
KXNCAAMBTOTAL-25NOV05RIDRUTG-152,KXNCAAMBTOTAL-25NOV05RIDRUTG,Sports,2025-11-06 02:50:34.542542+00:00,200,200,200,0,0,0,0,0,0,0,0,0.0
KXNCAAMBTOTAL-25NOV05RIDRUTG-149,KXNCAAMBTOTAL-25NOV05RIDRUTG,Sports,2025-11-06 02:50:34.542542+00:00,252,252,252,0,0,0,0,0,0,0,0,0.0
