ticker,created_time,price,count,taker_side,trade_id
KXXRP-25NOV0816-B2.2899500,2025-11-08T20:40:15.736778Z,0.29,300,yes,b94f80b6-6cd9-6341-5ef6-926b7da329c7
KXXRP-25NOV0816-B2.2899500,2025-11-08T20:40:15.736778Z,0.96,9,yes,86a87a82-bd52-6a19-65d6-111f8056b50f
KXXRP-25NOV0816-B2.2899500,2025-11-08T20:08:19.307493Z,0.28,100,no,86d3ae19-e351-6a1a-42c2-90c16388cdf9
