ticker,created_time,price,count,taker_side,trade_id
KXNCAAMBTOTAL-25NOV05UMESUGA-126,2025-11-06T02:01:01.790378Z,0.02,500,no,656f2c5d-8f5d-5a24-6e07-c3f23fefc6d8
KXNCAAMBTOTAL-25NOV05UMESUGA-126,2025-11-06T02:01:01.790378Z,0.01,200,no,2be1f021-d6a1-5abc-6bd5-45938b3d53fe
