ticker,created_time,price,count,taker_side,trade_id
KXETHD-25NOV0910-T3539.99,2025-11-09T14:59:06.546103Z,0.01,1,no,c3cb99dc-3b23-70b7-4a1e-2212d3e6928a
KXETHD-25NOV0910-T3539.99,2025-11-09T14:59:06.546103Z,0.01,3,no,9cbec90d-b57f-7a2b-4e95-77a418d65088
KXETHD-25NOV0910-T3539.99,2025-11-09T14:59:06.546103Z,0.02,1,no,3ce3d540-6257-799b-45a1-7d03ebf5c8e5
KXETHD-25NOV0910-T3539.99,2025-11-09T14:48:17.775905Z,0.08,16,no,e718e586-c9c8-4a04-538f-4f29ddbdfa8e
KXETHD-25NOV0910-T3539.99,2025-11-09T14:45:07.513459Z,0.11,3,no,a24fe8a4-8bb9-4ae8-22f4-0727ed71a4fe
KXETHD-25NOV0910-T3539.99,2025-11-09T14:44:51.657934Z,0.09,136,no,28136c1a-8f33-67ef-a011-c11123f7230f
KXETHD-25NOV0910-T3539.99,2025-11-09T14:41:14.883727Z,0.19,1,yes,bd44e483-e80d-7b43-4e91-403e2263cbf4
KXETHD-25NOV0910-T3539.99,2025-11-09T14:41:14.883727Z,0.19,1,yes,a8a2cb3d-37be-76f5-6cc8-daf5cd1beb17
KXETHD-25NOV0910-T3539.99,2025-11-09T14:37:38.971613Z,0.3,136,yes,8210ed5e-3e94-7054-3919-2c003c015168
KXETHD-25NOV0910-T3539.99,2025-11-09T14:32:11.297799Z,0.67,136,no,bb8f4b19-d190-7b0a-9a51-71d8df481997
